Cycle_ID	Step_ID	Step_Type	Step_Time	Capacity	Capacity_Density	Energy	CmpEngergy	Capacitance	Start_Voltage	End_Voltage	Start_Temperature	End_Temperature	End_Capacity	Charge_Mid-Vol	Discharge_Mid-Vol	DCIR	ChargeCap	DischargeCap	Engy_Chg	Engy_DChg	Net_DischargeCap	Net_Engy_DChg
61	122	CC_DChg  	2:04:19.000	72.44	72441.98	254.28	254279.23	404014.11	3645.2	2999.7	0.0	0.0	72.44	0.0	3550.9	137.845	0.00	72.44	0.00	254.28	72.44	254.28	
62	123	CCCV_Chg  	2:11:23.000	72.46	72456.59	257.37	257365.45	429301.70	3043.1	3650.7	0.0	0.0	72.46	3583.2	0.0	620.709	72.46	0.00	257.37	0.00	-72.46	-257.37	
62	124	CC_DChg  	2:04:19.000	72.44	72444.91	254.29	254292.85	403280.75	3645.2	2998.5	0.0	0.0	72.44	0.0	3550.9	137.845	0.00	72.44	0.00	254.29	72.44	254.29	
63	125	CCCV_Chg  	2:11:17.000	72.48	72475.41	257.42	257423.38	428355.74	3041.6	3650.7	0.0	0.0	72.48	3582.8	0.0	616.242	72.48	0.00	257.42	0.00	-72.48	-257.42	
63	126	CC_DChg  	2:04:17.000	72.42	72422.94	254.21	254214.63	403532.86	3645.2	2999.1	0.0	0.0	72.42	0.0	3550.9	137.672	0.00	72.42	0.00	254.21	72.42	254.21	
64	127	CCCV_Chg  	2:11:02.000	72.45	72445.50	257.31	257309.72	428601.15	3042.2	3650.7	0.0	0.0	72.45	3582.8	0.0	616.419	72.45	0.00	257.31	0.00	-72.45	-257.31	
64	128	CC_DChg  	2:04:14.000	72.39	72390.83	254.10	254099.84	403541.30	3645.2	2999.4	0.0	0.0	72.39	0.0	3550.6	137.741	0.00	72.39	0.00	254.10	72.39	254.10	
65	129	CCCV_Chg  	2:11:00.000	72.41	72406.21	257.17	257169.79	428580.02	3042.5	3650.7	0.0	0.0	72.41	3582.8	0.0	616.419	72.41	0.00	257.17	0.00	-72.41	-257.17	
65	130	CC_DChg  	2:04:18.000	72.43	72425.79	254.22	254219.87	403923.84	3645.2	2999.7	0.0	0.0	72.43	0.0	3550.6	137.672	0.00	72.43	0.00	254.22	72.43	254.22	
66	131	CCCV_Chg  	2:11:20.000	72.43	72428.11	257.25	257246.39	428287.12	3041.6	3650.4	0.0	0.0	72.43	3582.8	0.0	599.256	72.43	0.00	257.25	0.00	-72.43	-257.25	
66	132	CC_DChg  	2:04:18.000	72.43	72425.49	254.22	254218.17	403359.79	3645.2	2998.8	0.0	0.0	72.43	0.0	3550.6	130.195	0.00	72.43	0.00	254.22	72.43	254.22	
67	133	CCCV_Chg  	2:11:23.000	72.43	72431.38	257.25	257246.54	427393.84	3040.6	3650.7	0.0	0.0	72.43	3582.8	0.0	597.826	72.43	0.00	257.25	0.00	-72.43	-257.25	
67	134	CC_DChg  	2:04:17.000	72.42	72415.88	254.19	254187.11	403868.60	3645.2	2999.7	0.0	0.0	72.42	0.0	3550.6	137.707	0.00	72.42	0.00	254.19	72.42	254.19	
68	135	CCCV_Chg  	2:11:01.000	72.37	72372.44	257.04	257037.39	427747.17	3041.6	3650.7	0.0	0.0	72.37	3582.8	0.0	599.256	72.37	0.00	257.04	0.00	-72.37	-257.04	
68	136	CC_DChg  	2:04:13.000	72.38	72377.16	254.05	254052.18	403652.63	3645.2	2999.7	0.0	0.0	72.38	0.0	3550.3	137.672	0.00	72.38	0.00	254.05	72.38	254.05	
69	137	CCCV_Chg  	2:11:22.000	72.43	72432.47	257.25	257252.77	428031.70	3041.2	3650.4	0.0	0.0	72.43	3582.8	0.0	593.535	72.43	0.00	257.25	0.00	-72.43	-257.25	
69	138	CC_DChg  	2:04:08.000	72.33	72328.36	253.88	253882.47	403380.45	3644.9	2999.4	0.0	0.0	72.33	0.0	3550.6	137.672	0.00	72.33	0.00	253.88	72.33	253.88	
70	139	CCCV_Chg  	2:11:13.000	72.39	72390.05	257.10	257095.43	428062.07	3041.6	3650.4	0.0	0.0	72.39	3582.8	0.0	603.547	72.39	0.00	257.10	0.00	-72.39	-257.10	
70	140	CC_DChg  	2:04:13.000	72.38	72376.91	254.05	254050.81	403463.73	3644.9	2999.1	0.0	0.0	72.38	0.0	3550.3	137.672	0.00	72.38	0.00	254.05	72.38	254.05	
71	141	CCCV_Chg  	2:11:10.000	72.39	72392.69	257.11	257105.19	427586.04	3040.6	3650.1	0.0	0.0	72.39	3582.8	0.0	593.535	72.39	0.00	257.11	0.00	-72.39	-257.11	
71	142	CC_DChg  	2:04:02.000	72.27	72269.98	253.66	253664.39	402680.58	3644.9	2998.8	0.0	0.0	72.27	0.0	3550.3	130.163	0.00	72.27	0.00	253.66	72.27	253.66	
72	143	CCCV_Chg  	2:11:20.000	72.39	72391.96	257.10	257097.91	427371.37	3040.3	3650.1	0.0	0.0	72.39	3582.8	0.0	593.535	72.39	0.00	257.10	0.00	-72.39	-257.10	
72	144	CC_DChg  	2:04:03.000	72.28	72279.14	253.69	253686.44	403293.38	3644.9	2999.7	0.0	0.0	72.28	0.0	3550.3	130.424	0.00	72.28	0.00	253.69	72.28	253.69	
73	145	CCCV_Chg  	2:11:14.000	72.38	72381.79	257.06	257057.94	426891.28	3040.0	3650.4	0.0	0.0	72.38	3582.8	0.0	576.373	72.38	0.00	257.06	0.00	-72.38	-257.06	
73	146	CC_DChg  	2:04:09.000	72.34	72338.06	253.90	253904.89	403434.58	3644.9	2999.4	0.0	0.0	72.34	0.0	3550.3	137.741	0.00	72.34	0.00	253.90	72.34	253.90	
74	147	CCCV_Chg  	2:11:12.000	72.38	72375.79	257.04	257037.33	427065.78	3040.3	3650.4	0.0	0.0	72.38	3582.8	0.0	584.954	72.38	0.00	257.04	0.00	-72.38	-257.04	
74	148	CC_DChg  	2:04:06.000	72.31	72308.93	253.81	253808.06	403459.62	3644.9	2999.7	0.0	0.0	72.31	0.0	3550.3	137.672	0.00	72.31	0.00	253.81	72.31	253.81	
75	149	CCCV_Chg  	2:11:15.000	72.36	72357.24	256.97	256970.25	426536.88	3039.7	3650.4	0.0	0.0	72.36	3582.8	0.0	572.082	72.36	0.00	256.97	0.00	-72.36	-256.97	
75	150	CC_DChg  	2:04:07.000	72.32	72318.30	253.84	253836.58	403511.89	3644.9	2999.7	0.0	0.0	72.32	0.0	3550.0	137.672	0.00	72.32	0.00	253.84	72.32	253.84	
76	151	CCCV_Chg  	2:11:03.000	72.32	72322.93	256.84	256838.66	426753.88	3040.0	3650.1	0.0	0.0	72.32	3582.8	0.0	576.455	72.32	0.00	256.84	0.00	-72.32	-256.84	
76	152	CC_DChg  	2:04:00.000	72.24	72244.06	253.57	253567.85	403097.64	3644.9	2999.7	0.0	0.0	72.24	0.0	3550.0	130.228	0.00	72.24	0.00	253.57	72.24	253.57	
77	153	CCCV_Chg  	2:11:17.000	72.35	72346.50	256.93	256925.95	427102.98	3040.3	3650.1	0.0	0.0	72.35	3582.8	0.0	580.830	72.35	0.00	256.93	0.00	-72.35	-256.93	
77	154	CC_DChg  	2:04:02.000	72.25	72253.09	253.61	253607.65	402773.51	3644.9	2999.1	0.0	0.0	72.25	0.0	3550.0	130.620	0.00	72.25	0.00	253.61	72.25	253.61	
78	155	CCCV_Chg  	2:11:12.000	72.33	72332.65	256.87	256870.43	426182.57	3039.1	3650.1	0.0	0.0	72.33	3582.5	0.0	572.164	72.33	0.00	256.87	0.00	-72.33	-256.87	
78	156	CC_DChg  	2:04:03.000	72.27	72268.85	253.66	253660.84	403298.50	3644.5	2999.4	0.0	0.0	72.27	0.0	3550.0	140.245	0.00	72.27	0.00	253.66	72.27	253.66	
79	157	CCCV_Chg  	2:11:05.000	72.31	72314.41	256.80	256803.38	425866.01	3038.8	3650.1	0.0	0.0	72.31	3582.8	0.0	563.662	72.31	0.00	256.80	0.00	-72.31	-256.80	
79	158	CC_DChg  	2:04:05.000	72.30	72297.77	253.76	253757.68	402835.43	3644.9	2998.8	0.0	0.0	72.30	0.0	3550.0	130.163	0.00	72.30	0.00	253.76	72.30	253.76	
80	159	CCCV_Chg  	2:11:20.000	72.25	72246.11	256.61	256612.49	424768.89	3037.8	3650.1	0.0	0.0	72.25	3590.6	0.0	557.780	72.25	0.00	256.61	0.00	-72.25	-256.61	
80	160	CC_DChg  	2:04:02.000	72.26	72263.66	253.65	253645.12	402645.36	3644.9	2998.8	0.0	0.0	72.26	0.0	3550.0	130.424	0.00	72.26	0.00	253.65	72.26	253.65	
81	161	CCCV_Chg  	2:11:21.000	72.31	72310.24	256.80	256804.33	425841.42	3038.8	3650.1	0.0	0.0	72.31	3582.8	0.0	572.164	72.31	0.00	256.80	0.00	-72.31	-256.80	
81	162	CC_DChg  	2:04:05.000	72.29	72291.26	253.74	253741.56	403173.54	3644.9	2999.4	0.0	0.0	72.29	0.0	3550.0	130.261	0.00	72.29	0.00	253.74	72.29	253.74	
82	163	CCCV_Chg  	2:11:05.000	72.34	72338.79	256.89	256888.39	426009.54	3038.8	3650.1	0.0	0.0	72.34	3582.8	0.0	563.662	72.34	0.00	256.89	0.00	-72.34	-256.89	
82	164	CC_DChg  	2:04:00.000	72.25	72246.43	253.58	253583.46	403110.86	3644.9	2999.7	0.0	0.0	72.25	0.0	3549.7	130.358	0.00	72.25	0.00	253.58	72.25	253.58	
83	165	CCCV_Chg  	2:11:08.000	72.30	72302.40	256.76	256762.54	425586.40	3038.5	3650.1	0.0	0.0	72.30	3582.8	0.0	554.920	72.30	0.00	256.76	0.00	-72.30	-256.76	
83	166	CC_DChg  	2:04:03.000	72.28	72279.20	253.70	253700.90	403106.32	3644.9	2999.4	0.0	0.0	72.28	0.0	3549.7	130.883	0.00	72.28	0.00	253.70	72.28	253.70	
84	167	CCCV_Chg  	2:11:10.000	72.32	72316.98	256.81	256808.87	425185.56	3037.8	3650.1	0.0	0.0	72.32	3582.8	0.0	549.199	72.32	0.00	256.81	0.00	-72.32	-256.81	
84	168	CC_DChg  	2:04:01.000	72.26	72260.32	253.63	253634.04	402813.81	3644.9	2999.1	0.0	0.0	72.26	0.0	3549.7	130.588	0.00	72.26	0.00	253.63	72.26	253.63	
85	169	CCCV_Chg  	2:11:22.000	72.37	72369.61	256.99	256994.90	425078.48	3037.2	3650.1	0.0	0.0	72.37	3582.8	0.0	544.908	72.37	0.00	256.99	0.00	-72.37	-256.99	
85	170	CC_DChg  	2:04:03.000	72.28	72279.50	253.70	253703.67	402920.70	3644.9	2999.1	0.0	0.0	72.28	0.0	3550.0	130.261	0.00	72.28	0.00	253.70	72.28	253.70	
86	171	CCCV_Chg  	2:10:47.000	72.27	72267.31	256.63	256627.76	424477.60	3037.2	3650.1	0.0	0.0	72.27	3582.8	0.0	544.908	72.27	0.00	256.63	0.00	-72.27	-256.63	
86	172	CC_DChg  	2:03:52.000	72.17	72171.59	253.32	253319.34	402506.13	3644.9	2999.4	0.0	0.0	72.17	0.0	3549.7	130.130	0.00	72.17	0.00	253.32	72.17	253.32	
87	173	CCCV_Chg  	2:11:08.000	72.30	72296.18	256.73	256728.56	424439.40	3036.9	3650.1	0.0	0.0	72.30	3582.8	0.0	536.327	72.30	0.00	256.73	0.00	-72.30	-256.73	
87	174	CC_DChg  	2:04:00.000	72.24	72243.26	253.58	253582.09	403280.71	3644.9	3000.0	0.0	0.0	72.24	0.0	3549.7	130.391	0.00	72.24	0.00	253.58	72.24	253.58	
88	175	CCCV_Chg  	2:11:05.000	72.28	72278.14	256.67	256669.29	424957.21	3037.8	3650.1	0.0	0.0	72.28	3582.8	0.0	540.695	72.28	0.00	256.67	0.00	-72.28	-256.67	
88	176	CC_DChg  	2:04:07.000	72.31	72309.27	253.81	253809.26	403274.04	3644.9	2999.4	0.0	0.0	72.31	0.0	3549.7	130.163	0.00	72.31	0.00	253.81	72.31	253.81	
89	177	CCCV_Chg  	2:10:55.000	72.21	72211.66	256.42	256420.72	423321.89	3036.0	3650.1	0.0	0.0	72.21	3582.8	0.0	523.605	72.21	0.00	256.42	0.00	-72.21	-256.42	
89	178	CC_DChg  	2:03:58.000	72.23	72229.11	253.53	253528.77	402826.94	3644.9	2999.4	0.0	0.0	72.23	0.0	3549.7	130.228	0.00	72.23	0.00	253.53	72.23	253.53	
90	179	CCCV_Chg  	2:10:59.000	72.27	72266.80	256.62	256624.44	424059.45	3036.9	3650.4	0.0	0.0	72.27	3582.8	0.0	536.327	72.27	0.00	256.62	0.00	-72.27	-256.62	
90	180	CC_DChg  	2:04:00.000	72.25	72250.36	253.61	253608.50	402945.45	3644.9	2999.4	0.0	0.0	72.25	0.0	3549.7	137.707	0.00	72.25	0.00	253.61	72.25	253.61	
91	181	CCCV_Chg  	2:11:22.000	72.31	72309.40	256.77	256772.94	423205.72	3035.0	3650.1	0.0	0.0	72.31	3582.8	0.0	509.153	72.31	0.00	256.77	0.00	-72.31	-256.77	
91	182	CC_DChg  	2:03:58.000	72.23	72230.40	253.54	253544.06	402460.07	3644.9	2998.8	0.0	0.0	72.23	0.0	3550.0	130.686	0.00	72.23	0.00	253.54	72.23	253.54	
92	183	CCCV_Chg  	2:11:05.000	72.29	72288.40	256.70	256695.06	423564.83	3035.7	3650.1	0.0	0.0	72.29	3582.8	0.0	527.746	72.29	0.00	256.70	0.00	-72.29	-256.70	
92	184	CC_DChg  	2:03:56.000	72.21	72211.31	253.48	253482.08	402914.94	3644.9	2999.7	0.0	0.0	72.21	0.0	3549.7	130.228	0.00	72.21	0.00	253.48	72.21	253.48	
93	185	CCCV_Chg  	2:10:53.000	72.25	72250.97	256.56	256562.36	423759.38	3036.3	3650.1	0.0	0.0	72.25	3582.8	0.0	523.455	72.25	0.00	256.56	0.00	-72.25	-256.56	
93	186	CC_DChg  	2:03:57.000	72.22	72221.46	253.51	253514.10	402971.56	3644.9	2999.7	0.0	0.0	72.22	0.0	3549.7	130.228	0.00	72.22	0.00	253.51	72.22	253.51	
94	187	CCCV_Chg  	2:11:01.000	72.29	72293.66	256.72	256716.80	422907.33	3034.7	3650.1	0.0	0.0	72.29	3582.8	0.0	500.572	72.29	0.00	256.72	0.00	-72.29	-256.72	
94	188	CC_DChg  	2:03:56.000	72.21	72211.82	253.48	253484.61	402730.53	3644.9	2999.4	0.0	0.0	72.21	0.0	3549.7	130.261	0.00	72.21	0.00	253.48	72.21	253.48	
95	189	CCCV_Chg  	2:11:10.000	72.33	72334.48	256.87	256866.41	423627.98	3035.7	3650.4	0.0	0.0	72.33	3582.8	0.0	519.165	72.33	0.00	256.87	0.00	-72.33	-256.87	
95	190	CC_DChg  	2:04:00.000	72.25	72250.67	253.63	253629.11	403134.53	3644.9	2999.7	0.0	0.0	72.25	0.0	3550.0	137.914	0.00	72.25	0.00	253.63	72.25	253.63	
96	191	CCCV_Chg  	2:11:19.000	72.35	72351.64	256.93	256928.22	422834.27	3034.4	3650.4	0.0	0.0	72.35	3582.8	0.0	496.281	72.35	0.00	256.93	0.00	-72.35	-256.93	
96	192	CC_DChg  	2:04:03.000	72.28	72279.80	253.73	253729.30	402735.30	3645.2	2999.1	0.0	0.0	72.28	0.0	3550.0	130.457	0.00	72.28	0.00	253.73	72.28	253.73	
97	193	CCCV_Chg  	2:11:00.000	72.31	72312.39	256.79	256786.39	422810.77	3034.7	3650.4	0.0	0.0	72.31	3582.8	0.0	509.153	72.31	0.00	256.79	0.00	-72.31	-256.79	
97	194	CC_DChg  	2:03:56.000	72.21	72211.83	253.49	253491.92	402543.47	3644.9	2999.1	0.0	0.0	72.21	0.0	3550.0	137.672	0.00	72.21	0.00	253.49	72.21	253.49	
98	195	CCCV_Chg  	2:11:20.000	72.38	72380.09	257.02	257024.52	422383.42	3033.5	3650.4	0.0	0.0	72.38	3582.8	0.0	491.991	72.38	0.00	257.02	0.00	-72.38	-257.02	
98	196	CC_DChg  	2:04:01.000	72.26	72260.38	253.66	253662.26	403188.72	3644.9	2999.7	0.0	0.0	72.26	0.0	3550.3	137.879	0.00	72.26	0.00	253.66	72.26	253.66	
99	197	CCCV_Chg  	2:11:21.000	72.34	72337.13	256.87	256872.56	422338.06	3033.8	3650.4	0.0	0.0	72.34	3582.8	0.0	487.700	72.34	0.00	256.87	0.00	-72.34	-256.87	
99	198	CC_DChg  	2:04:04.000	72.29	72289.51	253.77	253773.26	403351.27	3645.2	3000.0	0.0	0.0	72.29	0.0	3550.0	130.195	0.00	72.29	0.00	253.77	72.29	253.77	
100	199	CCCV_Chg  	2:11:12.000	72.31	72312.86	256.79	256785.39	422813.55	3034.7	3650.4	0.0	0.0	72.31	3582.8	0.0	496.281	72.31	0.00	256.79	0.00	-72.31	-256.79	
100	200	CC_DChg  	2:03:59.000	72.24	72240.96	253.60	253600.38	403267.86	3644.9	3000.0	0.0	0.0	72.24	0.0	3550.0	137.707	0.00	72.24	0.00	253.60	72.24	253.60	
101	201	CCCV_Chg  	2:11:04.000	72.28	72278.51	256.66	256664.63	421585.61	3033.5	3650.7	0.0	0.0	72.28	3582.8	0.0	479.119	72.28	0.00	256.66	0.00	-72.28	-256.66	
101	202	CC_DChg  	2:03:58.000	72.23	72231.24	253.58	253576.01	403026.16	3645.2	3000.0	0.0	0.0	72.23	0.0	3550.0	137.810	0.00	72.23	0.00	253.58	72.23	253.58	
102	203	CC_Chg  	14:31:50.000	72.44	72435.61	256.73	256729.79	414575.85	3021.1	3650.1	0.0	0.0	72.44	3581.6	0.0	528.292	72.44	0.00	256.73	0.00	-72.44	-256.73	
102	204	CC_DChg  	14:49:52.000	73.92	73915.88	259.70	259695.69	410897.41	3647.6	3000.0	0.0	0.0	73.92	0.0	3544.7	251.004	0.00	73.92	0.00	259.70	73.92	259.70	
103	205	CCCV_Chg  	2:13:52.000	73.74	73736.28	261.50	261497.02	418493.79	3015.8	3650.1	0.0	0.0	73.74	3578.8	0.0	395.593	73.74	0.00	261.50	0.00	-73.74	-261.50	
103	206	CC_DChg  	2:03:56.000	72.21	72210.88	253.48	253478.18	402351.28	3644.9	2998.8	0.0	0.0	72.21	0.0	3549.7	130.391	0.00	72.21	0.00	253.48	72.21	253.48	
104	207	CCCV_Chg  	2:11:22.000	72.33	72333.30	256.85	256848.64	422521.32	3033.8	3650.1	0.0	0.0	72.33	3582.5	0.0	500.572	72.33	0.00	256.85	0.00	-72.33	-256.85	
104	208	CC_DChg  	2:03:58.000	72.22	72223.93	253.53	253525.51	402985.35	3644.9	2999.7	0.0	0.0	72.22	0.0	3549.7	130.130	0.00	72.22	0.00	253.53	72.22	253.53	
105	209	CCCV_Chg  	2:11:05.000	72.28	72280.57	256.66	256660.42	422418.94	3034.1	3650.1	0.0	0.0	72.28	3582.8	0.0	492.061	72.28	0.00	256.66	0.00	-72.28	-256.66	
105	210	CC_DChg  	2:03:57.000	72.22	72219.87	253.51	253510.36	402837.82	3644.5	2999.1	0.0	0.0	72.22	0.0	3549.7	140.386	0.00	72.22	0.00	253.51	72.22	253.51	
106	211	CCCV_Chg  	2:11:18.000	72.28	72280.70	256.66	256661.71	421393.57	3032.9	3650.4	0.0	0.0	72.28	3582.8	0.0	483.410	72.28	0.00	256.66	0.00	-72.28	-256.66	
106	212	CC_DChg  	2:03:58.000	72.23	72231.24	253.57	253566.37	402838.85	3644.9	2999.4	0.0	0.0	72.23	0.0	3549.7	137.845	0.00	72.23	0.00	253.57	72.23	253.57	
107	213	CCCV_Chg  	2:11:11.000	72.27	72267.19	256.62	256619.04	421519.57	3033.2	3650.4	0.0	0.0	72.27	3582.8	0.0	483.410	72.27	0.00	256.62	0.00	-72.27	-256.62	
107	214	CC_DChg  	2:03:59.000	72.24	72240.96	253.60	253599.08	403267.86	3644.9	3000.0	0.0	0.0	72.24	0.0	3549.7	137.638	0.00	72.24	0.00	253.60	72.24	253.60	
108	215	CCCV_Chg  	2:11:00.000	72.23	72229.11	256.48	256477.72	420411.93	3031.9	3650.4	0.0	0.0	72.23	3582.8	0.0	456.236	72.23	0.00	256.48	0.00	-72.23	-256.48	
108	216	CC_DChg  	2:03:58.000	72.23	72231.24	253.57	253568.63	402838.85	3644.9	2999.4	0.0	0.0	72.23	0.0	3549.7	138.018	0.00	72.23	0.00	253.57	72.23	253.57	
109	217	CCCV_Chg  	2:10:50.000	72.21	72207.23	256.40	256398.87	420965.21	3032.9	3650.4	0.0	0.0	72.21	3583.2	0.0	479.119	72.21	0.00	256.40	0.00	-72.21	-256.40	
109	218	CC_DChg  	2:03:57.000	72.22	72221.53	253.54	253538.03	402784.69	3644.9	2999.4	0.0	0.0	72.22	0.0	3549.7	137.638	0.00	72.22	0.00	253.54	72.22	253.54	
110	219	CCCV_Chg  	2:11:08.000	72.26	72264.15	256.60	256598.74	420412.01	3031.6	3650.4	0.0	0.0	72.26	3582.8	0.0	460.526	72.26	0.00	256.60	0.00	-72.26	-256.60	
110	220	CC_DChg  	2:03:58.000	72.23	72231.24	253.57	253572.36	403026.16	3644.9	2999.7	0.0	0.0	72.23	0.0	3549.7	137.638	0.00	72.23	0.00	253.57	72.23	253.57	
111	221	CCCV_Chg  	2:10:54.000	72.20	72204.06	256.39	256389.88	420538.13	3032.3	3650.4	0.0	0.0	72.20	3582.8	0.0	466.247	72.20	0.00	256.39	0.00	-72.20	-256.39	
111	222	CC_DChg  	2:03:53.000	72.18	72182.71	253.42	253415.55	402942.72	3644.9	3000.0	0.0	0.0	72.18	0.0	3549.7	137.776	0.00	72.18	0.00	253.42	72.18	253.42	
112	223	CCCV_Chg  	2:11:02.000	72.28	72281.99	256.67	256668.24	420515.76	3031.9	3650.7	0.0	0.0	72.28	3583.2	0.0	456.236	72.28	0.00	256.67	0.00	-72.28	-256.67	
112	224	CC_DChg  	2:03:52.000	72.17	72173.43	253.39	253391.13	402703.58	3644.9	2999.7	0.0	0.0	72.17	0.0	3550.0	145.291	0.00	72.17	0.00	253.39	72.17	253.39	
113	225	CCCV_Chg  	2:10:56.000	72.20	72203.61	256.39	256391.19	420059.76	3031.9	3650.7	0.0	0.0	72.20	3583.2	0.0	460.526	72.20	0.00	256.39	0.00	-72.20	-256.39	
113	226	CC_DChg  	2:03:56.000	72.21	72213.22	253.52	253522.32	402738.31	3645.2	2999.7	0.0	0.0	72.21	0.0	3550.0	137.948	0.00	72.21	0.00	253.52	72.21	253.52	
114	227	CCCV_Chg  	2:11:17.000	72.27	72269.93	256.63	256628.78	420241.87	3031.6	3650.7	0.0	0.0	72.27	3583.2	0.0	456.236	72.27	0.00	256.63	0.00	-72.27	-256.63	
114	228	CC_DChg  	2:03:58.000	72.23	72233.17	253.60	253595.22	402288.69	3645.2	2998.8	0.0	0.0	72.23	0.0	3550.0	137.672	0.00	72.23	0.00	253.60	72.23	253.60	
115	229	CCCV_Chg  	2:11:04.000	72.27	72273.48	256.64	256637.43	419449.51	3030.4	3650.7	0.0	0.0	72.27	3583.2	0.0	451.945	72.27	0.00	256.64	0.00	-72.27	-256.64	
115	230	CC_DChg  	2:03:56.000	72.22	72215.99	253.54	253538.61	402941.06	3645.2	3000.0	0.0	0.0	72.22	0.0	3550.0	137.741	0.00	72.22	0.00	253.54	72.22	253.54	
116	231	CCCV_Chg  	2:11:02.000	72.25	72252.08	256.57	256566.51	420138.09	3031.6	3650.7	0.0	0.0	72.25	3583.2	0.0	451.945	72.25	0.00	256.57	0.00	-72.25	-256.57	
116	232	CC_DChg  	2:04:00.000	72.26	72256.17	253.68	253675.72	402603.62	3645.2	2999.1	0.0	0.0	72.26	0.0	3550.0	137.707	0.00	72.26	0.00	253.68	72.26	253.68	
117	233	CCCV_Chg  	2:11:16.000	72.30	72304.89	256.75	256754.62	419834.82	3030.7	3650.7	0.0	0.0	72.30	3583.2	0.0	451.880	72.30	0.00	256.75	0.00	-72.30	-256.75	
117	234	CC_DChg  	2:04:00.000	72.26	72259.96	253.70	253699.16	402811.78	3645.2	2999.4	0.0	0.0	72.26	0.0	3550.3	137.638	0.00	72.26	0.00	253.70	72.26	253.70	
118	235	CCCV_Chg  	2:10:55.000	72.28	72280.09	256.66	256662.84	420097.40	3031.3	3650.7	0.0	0.0	72.28	3583.2	0.0	456.105	72.28	0.00	256.66	0.00	-72.28	-256.66	
118	236	CC_DChg  	2:03:58.000	72.24	72237.66	253.62	253617.98	403061.98	3645.2	3000.0	0.0	0.0	72.24	0.0	3550.0	137.672	0.00	72.24	0.00	253.62	72.24	253.62	
119	237	CCCV_Chg  	2:11:11.000	72.26	72256.40	256.58	256582.80	419756.38	3031.0	3650.7	0.0	0.0	72.26	3583.2	0.0	443.364	72.26	0.00	256.58	0.00	-72.26	-256.58	
119	238	CC_DChg  	2:03:58.000	72.23	72231.26	253.59	253586.43	402278.06	3645.2	2998.8	0.0	0.0	72.23	0.0	3550.0	137.672	0.00	72.23	0.00	253.59	72.23	253.59	
120	239	CCCV_Chg  	2:11:18.000	72.26	72264.12	256.60	256598.08	419192.43	3030.1	3650.7	0.0	0.0	72.26	3583.2	0.0	447.654	72.26	0.00	256.60	0.00	-72.26	-256.60	
120	240	CC_DChg  	2:03:54.000	72.19	72192.40	253.45	253448.19	402435.18	3645.2	2999.4	0.0	0.0	72.19	0.0	3549.7	137.672	0.00	72.19	0.00	253.45	72.19	253.45	
121	241	CCCV_Chg  	2:11:04.000	72.23	72234.64	256.50	256495.01	419833.21	3031.0	3650.4	0.0	0.0	72.23	3583.2	0.0	451.945	72.23	0.00	256.50	0.00	-72.23	-256.50	
121	242	CC_DChg  	2:03:54.000	72.19	72192.40	253.45	253448.00	402996.81	3644.9	3000.0	0.0	0.0	72.19	0.0	3549.7	137.638	0.00	72.19	0.00	253.45	72.19	253.45	
122	243	CCCV_Chg  	2:11:05.000	72.25	72247.69	256.55	256545.82	419705.79	3030.7	3650.4	0.0	0.0	72.25	3583.2	0.0	439.073	72.25	0.00	256.55	0.00	-72.25	-256.55	
122	244	CC_DChg  	2:03:56.000	72.21	72211.82	253.52	253522.38	403105.23	3644.9	3000.0	0.0	0.0	72.21	0.0	3549.7	137.707	0.00	72.21	0.00	253.52	72.21	253.52	
123	245	CCCV_Chg  	2:10:53.000	72.18	72177.82	256.30	256296.47	419909.78	3031.6	3650.4	0.0	0.0	72.18	3583.2	0.0	451.945	72.18	0.00	256.30	0.00	-72.18	-256.30	
123	246	CC_DChg  	2:03:53.000	72.18	72182.69	253.41	253409.61	402194.21	3644.9	2998.8	0.0	0.0	72.18	0.0	3549.7	137.741	0.00	72.18	0.00	253.41	72.18	253.41	
124	247	CCCV_Chg  	2:11:12.000	72.22	72221.47	256.45	256450.25	419147.67	3030.1	3650.4	0.0	0.0	72.22	3583.2	0.0	447.654	72.22	0.00	256.45	0.00	-72.22	-256.45	
124	248	CC_DChg  	2:03:52.000	72.17	72172.98	253.38	253384.60	402701.05	3644.9	2999.7	0.0	0.0	72.17	0.0	3549.7	137.707	0.00	72.17	0.00	253.38	72.17	253.38	
125	249	CCCV_Chg  	2:11:06.000	72.21	72209.38	256.40	256402.03	419686.44	3031.0	3650.4	0.0	0.0	72.21	3583.2	0.0	447.654	72.21	0.00	256.40	0.00	-72.21	-256.40	
125	250	CC_DChg  	2:03:41.000	72.07	72066.15	253.00	252995.09	401544.85	3644.9	2998.8	0.0	0.0	72.07	0.0	3549.7	137.672	0.00	72.07	0.00	253.00	72.07	253.00	
126	251	CCCV_Chg  	2:11:09.000	72.20	72198.43	256.36	256361.68	419216.69	3030.4	3650.4	0.0	0.0	72.20	3583.2	0.0	451.945	72.20	0.00	256.36	0.00	-72.20	-256.36	
126	252	CC_DChg  	2:03:49.000	72.14	72143.33	253.27	253269.95	402535.65	3644.9	2999.7	0.0	0.0	72.14	0.0	3549.4	138.087	0.00	72.14	0.00	253.27	72.14	253.27	
